time,,interface,state,bytes_in,bytes_out,rx_dupe,rx_ooo,re-tx,rtt_avg,rcvsize,tx_win,tc_class,tc_mgt,cc_algo,P,C,R,W,arch,
17:23:11.044818,tcp4 192.168.1.23:56797<->82.40.35.23:51703,en0,Established,10257,13273,0,78,1592,85.50 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.046617,tcp4 127.0.0.1:7890<->127.0.0.1:56879,lo0,Established,10774,9386,0,0,0,1.00 ms,398592,399552,BE,-,cubic,-,-,-,-,so,
17:23:11.047535,tcp4 192.168.1.23:56880<->82.40.35.23:51703,en0,Established,10212,11655,0,0,0,73.59 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.049402,tcp4 127.0.0.1:7890<->127.0.0.1:56947,lo0,FinWait2,2489,2912,0,0,0,1.00 ms,405888,405568,BE,-,cubic,-,-,-,-,so,
17:23:11.051272,tcp4 127.0.0.1:7890<->127.0.0.1:56949,lo0,FinWait2,2606,17205,0,0,0,1.00 ms,405888,391360,BE,-,cubic,-,-,-,-,so,
17:23:11.053154,tcp4 127.0.0.1:7890<->127.0.0.1:57102,lo0,Established,3922,4650,0,0,0,1.00 ms,404864,404160,BE,-,cubic,-,-,-,-,so,
17:23:11.054090,tcp4 192.168.1.23:57103<->82.40.35.23:51703,en0,Established,5694,4900,181,0,69,69.91 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.055984,tcp4 127.0.0.1:7890<->127.0.0.1:57212,lo0,Established,5320,6705,0,0,0,1.00 ms,404514,402944,BE,-,cubic,-,-,-,-,so,
17:23:11.057020,tcp4 192.168.1.23:57213<->117.21.231.93:443,en0,Established,7499,5379,806,0,90,83.97 ms,262144,42496,BE,-,cubic,1,-,-,-,so,
17:23:11.058994,tcp4 127.0.0.1:7890<->127.0.0.1:57309,lo0,Established,7410,5522,0,0,0,1.00 ms,402973,403520,BE,-,cubic,-,-,-,-,so,
17:23:11.059973,tcp4 192.168.1.23:57313<->36.25.243.102:443,en0,Established,5485,7188,2,0,0,21.38 ms,131072,523264,BE,-,cubic,1,-,-,-,so,
17:23:11.061989,tcp4 127.0.0.1:7890<->127.0.0.1:57317,lo0,Established,41678,6256,0,0,0,1.00 ms,367232,402688,BE,-,cubic,-,-,-,-,so,
17:23:11.062986,tcp4 192.168.1.23:57318<->82.40.35.23:51703,en0,Established,6936,43729,0,1185,1440,100.56 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.065010,tcp4 127.0.0.1:7890<->127.0.0.1:57349,lo0,Established,60714,370513,0,0,0,1.00 ms,350592,300800,BE,-,cubic,-,-,-,-,so,
17:23:11.066025,tcp4 192.168.1.23:57352<->61.174.43.15:443,en0,Established,377797,68943,7323,0,8465,17.94 ms,307156,78336,BE,-,cubic,1,-,-,-,so,
17:23:11.068056,tcp4 127.0.0.1:7890<->127.0.0.1:57371,lo0,Established,88061,14952,0,0,0,1.00 ms,322048,395200,BE,-,cubic,-,-,-,-,so,
17:23:11.069104,tcp4 192.168.1.23:57374<->82.40.35.23:51703,en0,Established,17011,92358,0,111,2772,55.91 ms,131072,75776,BE,-,cubic,1,-,-,-,so,
17:23:11.071192,tcp4 127.0.0.1:7890<->127.0.0.1:57468,lo0,Established,21060,3679,0,0,0,1.00 ms,388544,405376,BE,-,cubic,-,-,-,-,so,
17:23:11.072257,tcp4 192.168.1.23:57470<->82.40.35.23:51703,en0,Established,4549,23390,0,0,1588,66.12 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.074366,tcp4 127.0.0.1:7890<->127.0.0.1:57480,lo0,Established,5075,3866,0,0,0,1.00 ms,404096,405248,BE,-,cubic,-,-,-,-,so,
17:23:11.075420,tcp4 192.168.1.23:57483<->82.40.35.23:51703,en0,Established,4936,6038,0,148,156,92.34 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.077578,tcp4 127.0.0.1:7890<->127.0.0.1:57484,lo0,Established,22000,8986,0,0,0,1.00 ms,389952,401344,BE,-,cubic,-,-,-,-,so,
17:23:11.078652,tcp4 192.168.1.23:57485<->82.40.35.23:51703,en0,Established,12157,25540,0,0,510,93.09 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.080844,tcp4 192.168.1.23:57785<->82.40.35.23:51703,en0,Established,2802,48768,0,0,1440,111.50 ms,131072,86016,BE,-,cubic,1,-,-,-,so,
17:23:11.083038,tcp4 192.168.1.23:57936<->82.40.35.23:51703,en0,Established,1684,1270,0,0,0,75.81 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.085312,tcp4 192.168.1.23:57938<->82.40.35.23:51703,en0,Established,80805,2208236,546,1049,30240,48.16 ms,131072,1015808,BE,-,cubic,1,-,-,-,so,
17:23:11.087540,tcp4 192.168.1.23:57956<->82.40.35.23:51703,en0,Established,9670,594968,0,0,1166,79.03 ms,131072,288768,BE,-,cubic,1,-,-,-,so,
17:23:11.089769,tcp4 127.0.0.1:7890<->127.0.0.1:58074,lo0,Established,12136,5340,0,0,0,1.00 ms,396736,403392,BE,-,cubic,-,-,-,-,so,
17:23:11.090909,tcp4 192.168.1.23:58077<->82.40.35.23:51703,en0,Established,5781,18318,0,0,5760,61.81 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.093277,tcp4 127.0.0.1:7890<->127.0.0.1:58131,lo0,Established,2074,6934,0,0,0,1.00 ms,406336,401536,BE,-,cubic,-,-,-,-,so,
17:23:11.094462,tcp4 192.168.1.23:58132<->82.40.35.23:51703,en0,Established,7185,2401,0,205,0,55.31 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.096806,tcp4 127.0.0.1:7890<->127.0.0.1:58238,lo0,Established,5187,6005,0,0,0,1.00 ms,403392,402560,BE,-,cubic,-,-,-,-,so,
17:23:11.097977,tcp4 192.168.1.23:58239<->122.248.50.180:7826,en0,Established,5993,5150,0,0,0,27.22 ms,262144,67072,BE,-,cubic,1,-,-,-,so,
17:23:11.100401,tcp4 127.0.0.1:7890<->127.0.0.1:58254,lo0,FinWait2,2993,354,0,0,0,1.00 ms,405504,408064,BE,-,cubic,-,-,-,-,so,
17:23:11.102825,tcp4 127.0.0.1:7890<->127.0.0.1:58279,lo0,Established,5868,8821,0,0,0,1.00 ms,402688,399744,BE,-,cubic,-,-,-,-,so,
17:23:11.104054,tcp4 192.168.1.23:58281<->82.40.35.23:51703,en0,Established,9150,7620,0,0,1440,100.00 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.106474,tcp4 192.168.1.23:58301<->82.40.35.23:51703,en0,Established,5707,54047,0,0,1440,52.56 ms,131072,67584,BE,-,cubic,1,-,-,-,so,
17:23:11.108946,tcp4 127.0.0.1:7890<->127.0.0.1:58302,lo0,Established,5048,5764,0,0,0,1.00 ms,403520,402688,BE,-,cubic,-,-,-,-,so,
17:23:11.110180,tcp4 192.168.1.23:58304<->125.122.91.80:443,en0,Established,5725,4818,0,0,0,18.16 ms,131072,40960,BE,-,cubic,1,-,-,-,so,
17:23:11.112738,tcp4 127.0.0.1:7890<->127.0.0.1:58336,lo0,Established,4142,1730,0,0,0,1.00 ms,404416,406784,BE,-,cubic,-,-,-,-,so,
17:23:11.113993,tcp4 192.168.1.23:58337<->122.228.195.17:443,en0,Established,1691,5358,0,0,1452,14.88 ms,262144,42496,BE,-,cubic,1,-,-,-,so,
17:23:11.116508,tcp4 192.168.1.23:58343<->82.40.35.23:51703,en0,Established,1684,1270,0,0,0,60.56 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.119042,tcp4 127.0.0.1:7890<->127.0.0.1:58350,lo0,Established,11018,9943,0,0,0,1.00 ms,397760,398784,BE,-,cubic,-,-,-,-,so,
17:23:11.120354,tcp4 192.168.1.23:58352<->82.40.35.23:51703,en0,Established,10428,12887,0,2213,1440,87.16 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.121657,tcp4 192.168.1.23:58416<->1.12.12.21:443,en0,Established,18262,6785,0,0,1428,41.50 ms,131072,64128,BE,-,cubic,1,-,-,-,so,
17:23:11.124249,tcp4 127.0.0.1:7890<->127.0.0.1:58418,lo0,Established,948,5766,0,0,0,1.00 ms,407424,402688,BE,-,cubic,-,-,-,-,so,
17:23:11.125543,tcp4 192.168.1.23:58419<->140.179.169.55:443,en0,Established,5727,815,0,0,0,64.19 ms,131072,62464,BE,-,cubic,1,-,-,-,so,
17:23:11.128121,tcp4 127.0.0.1:7890<->127.0.0.1:58465,lo0,Established,6672,4485,0,0,0,1.00 ms,401920,404096,BE,-,cubic,-,-,-,-,so,
17:23:11.129428,tcp4 192.168.1.23:58466<->82.40.35.23:51703,en0,Established,5398,8081,628,0,1058,59.00 ms,131072,65536,BE,-,cubic,1,-,-,-,so,
17:23:11.132078,tcp4 127.0.0.1:7890<->127.0.0.1:58477,lo0,Established,5170,5713,0,0,0,1.00 ms,403520,402816,BE,-,cubic,-,-,-,-,so,
17:23:11.134777,tcp4 127.0.0.1:7890<->127.0.0.1:58478,lo0,Established,11705,7704,0,0,0,1.00 ms,396992,400832,BE,-,cubic,-,-,-,-,so,
17:23:11.136123,tcp6 240e:390:9af:5e50:dd5f:3fd7:42d:47fb.58480<->240e:f7:e01f:f1::31.443,en0,Established,5674,4934,0,0,0,13.03 ms,262144,42496,BE,-,cubic,1,-,-,-,so,
17:23:11.137470,tcp4 192.168.1.23:58483<->183.131.155.8:443,en0,Established,7665,11473,0,0,0,13.03 ms,262144,42496,BE,-,cubic,1,-,-,-,so,
17:23:11.140148,tcp4 127.0.0.1:7890<->127.0.0.1:58487,lo0,Established,3016,7609,0,0,0,1.00 ms,405504,400896,BE,-,cubic,-,-,-,-,so,
17:23:11.141511,tcp6 240e:390:9af:5e50:dd5f:3fd7:42d:47fb.58489<->240e:f7:e000:604::3cbc:4223.443,en0,Established,7570,2794,0,0,0,12.41 ms,262144,73728,BE,-,cubic,1,-,-,-,so,
17:23:11.142854,tcp4 192.168.1.23:58496<->223.5.5.5:853,en0,Established,3884,1608,0,0,0,9.41 ms,131072,43008,BE,-,cubic,1,-,-,-,so,
17:23:11.146645,zoom.us.90190,,,19738705,94213,506700,0,0,,,,,,,,,,,,
17:23:10.967797,tcp4 127.0.0.1:52794<->127.0.0.1:7890,lo0,CloseWait,19658137,1090,506700,0,0,1.00 ms,468224,407296,BE,BG,cubic,-,-,-,-,so,
17:23:10.982252,tcp4 127.0.0.1:61691<->127.0.0.1:7890,lo0,Established,17236,10165,0,0,0,1.00 ms,396928,404736,BE,BG,cubic,-,-,-,-,so,
17:23:10.984744,tcp4 127.0.0.1:61736<->127.0.0.1:7890,lo0,Established,35245,74073,0,0,0,1.00 ms,326848,344896,BE,BG,cubic,-,-,-,-,so,
17:23:11.032741,tcp4 127.0.0.1:55065<->127.0.0.1:7890,lo0,CloseWait,7970,3790,0,0,0,1.00 ms,400512,404608,BE,BG,cubic,-,-,-,-,so,
17:23:11.048472,tcp4 127.0.0.1:56947<->127.0.0.1:7890,lo0,CloseWait,2912,2489,0,0,0,1.00 ms,405568,405888,BE,BG,cubic,-,-,-,-,so,
17:23:11.050334,tcp4 127.0.0.1:56949<->127.0.0.1:7890,lo0,CloseWait,17205,2606,0,0,0,1.00 ms,391360,405888,BE,BG,cubic,-,-,-,-,so,
17:23:11.146677,Slack Helper.80555,,,1623228,310677,1100,0,0,,,,,,,,,,,,
17:23:10.975639,tcp4 198.18.0.1:61225<->198.18.0.162:443,utun4,Established,1612455,67661,1100,0,0,1.22 ms,185984,65535,BE,-,cubic,-,-,-,-,so,
17:23:11.011234,tcp4 127.0.0.1:62169<->127.0.0.1:7890,lo0,Established,10773,243016,0,0,0,1.00 ms,399872,431040,BE,-,cubic,-,-,-,-,so,
17:23:11.146689,TencentMeeting.36901,,,30694,81478,0,0,0,,,,,,,,,,,,
17:23:10.974857,tcp6 fdfe:dcba:9876::1.61221<->240e:e1:a800:120::42.8080,utun4,Established,30694,81478,0,0,0,1.31 ms,193088,65535,BE,-,cubic,-,-,-,-,so,
17:23:11.146696,ZoomCefHelper.30172,,,18773,21574,0,0,0,,,,,,,,,,,,
17:23:11.043028,tcp4 127.0.0.1:56795<->127.0.0.1:7890,lo0,Established,9387,10800,0,0,0,1.00 ms,399552,398528,BE,-,cubic,-,-,-,-,so,
17:23:11.045719,tcp4 127.0.0.1:56879<->127.0.0.1:7890,lo0,Established,9386,10774,0,0,0,1.00 ms,399552,398592,BE,-,cubic,-,-,-,-,so,
17:23:11.146707,MarvisService.58943,,,5921,11045,0,0,0,,,,,,,,,,,,
17:23:10.992520,tcp4 198.18.0.1:61892<->198.18.0.158:443,utun4,Established,5921,11045,0,0,0,1.22 ms,273152,65535,BE,-,cubic,-,-,-,-,so,
17:23:11.146714,Tailscale.90049,,,6749142,325,0,0,0,,,,,,,,,,,,
17:23:10.969965,tcp4 127.0.0.1:59116<->127.0.0.1:61325,lo0,Established,6749142,325,0,0,0,1.00 ms,424592,408000,BE,BG,cubic,-,-,-,-,so,
17:23:11.146722,io.tailscale.ip.92662,,,67295,7029842,485,4068,14468,,,,,,,,,,,,
17:23:10.966251,tcp4 127.0.0.1:61325<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:10.966401,tcp4 *:43530<->*:*,,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:10.966556,tcp6 *.53345<->*.*,,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:10.970232,tcp4 127.0.0.1:61325<->127.0.0.1:59116,lo0,Established,325,6749142,0,0,0,1.22 ms,408000,424640,BE,-,cubic,-,-,-,-,so,
17:23:10.974072,tcp6 240e:390:9af:5e50:dd5f:3fd7:42d:47fb.60722<->2606:b740:49::111.80,en0,Established,16766,23995,0,2205,1420,244.03 ms,131072,114688,BE,-,cubic,1,-,-,-,so,
17:23:10.974476,tcp6 240e:390:9af:5e50:dd5f:3fd7:42d:47fb.60744<->2606:b740:1:20::102.443,en0,Established,43326,256058,485,1783,13048,244.03 ms,131072,118784,BE,-,cubic,1,-,-,-,so,
17:23:11.024627,tcp6 240e:390:9af:5e50:dd5f:3fd7:42d:47fb.65496<->2607:f740:0:3f::44c.443,en0,Established,6878,647,0,80,0,153.16 ms,131072,64128,BE,-,cubic,1,-,-,-,so,
17:23:11.146760,jetbrains-toolb.78161,,,5766,948,0,0,0,,,,,,,,,,,,
17:23:10.967248,tcp4 127.0.0.1:58437<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:10.967428,tcp4 127.0.0.1:52829<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.122938,tcp4 127.0.0.1:58418<->127.0.0.1:7890,lo0,Established,5766,948,0,0,0,1.00 ms,402688,407424,BE,-,cubic,-,-,-,-,so,
17:23:11.146777,zed.69207,,,201167,231007,0,0,56,,,,,,,,,,,,
17:23:10.967610,tcp4 127.0.0.1:44438<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:10.989982,tcp4 198.18.0.1:61817<->198.18.0.35:443,utun4,Established,201167,231007,0,0,56,1.22 ms,272640,65535,BE,-,cubic,-,-,-,-,so,
17:23:11.146788,WeType.57147,,,401229,778932,0,0,0,,,,,,,,,,,,
17:23:10.983733,tcp4 198.18.0.1:61720<->198.18.0.64:443,utun4,Established,233464,510542,0,0,0,2.53 ms,198528,65535,BE,-,cubic,-,-,-,-,so,
17:23:10.991236,tcp4 198.18.0.1:61873<->198.18.0.64:443,utun4,Established,167765,268390,0,0,0,4.28 ms,257728,65535,BE,-,cubic,-,-,-,-,so,
17:23:11.146800,WeChat.42837,,,1005828,361454,3736,0,0,,,,,,,,,,,,
17:23:10.968613,tcp4 127.0.0.1:14013<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:10.968824,tcp4 127.0.0.1:14016<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:10.969042,tcp4 127.0.0.1:14019<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:10.969262,tcp4 127.0.0.1:14022<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:10.969485,tcp4 127.0.0.1:14023<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:10.969714,tcp6 fdfe:dcba:9876::1.61522<->240e:978:d04:3001::1d.80,utun4,CloseWait,165230,698,3736,0,0,2.75 ms,284864,65535,BE,-,cubic,-,-,-,-,so,
17:23:10.970515,tcp6 fdfe:dcba:9876::1.53885<->240e:e9:6003:218::1c.80,utun4,CloseWait,749,724,0,0,0,1.00 ms,276768,65535,BE,-,cubic,-,-,-,-,so,
17:23:10.977707,tcp6 fdfe:dcba:9876::1.61581<->240e:978:d04:3002::13.8080,utun4,Established,839849,360032,0,0,0,1.22 ms,219008,65535,BE,-,cubic,-,-,-,-,so,
17:23:11.146841,WeChatAppEx Hel.42935,,,354,2993,0,0,0,,,,,,,,,,,,
17:23:11.099186,tcp4 127.0.0.1:58254<->127.0.0.1:7890,lo0,CloseWait,354,2993,0,0,0,1.00 ms,408064,405504,BE,-,cubic,-,-,-,-,so,
17:23:11.146847,Orca.51668,,,0,0,0,0,0,,,,,,,,,,,,
17:23:10.968204,tcp4 127.0.0.1:56670<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:10.968408,tcp4 *:6768<->*:*,,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.146858,2.1.205.81084,,,81399,2816125,0,0,0,,,,,,,,,,,,
17:23:11.081935,tcp4 198.18.0.1:57935<->198.18.0.11:443,utun4,Established,1472,839,0,0,0,1.00 ms,276032,65535,BE,-,cubic,-,-,-,-,so,
17:23:11.084186,tcp4 198.18.0.1:57937<->198.18.0.10:443,utun4,Established,65856,2171657,0,0,0,1.00 ms,224543,65535,BE,-,cubic,-,-,-,-,so,
17:23:11.086418,tcp4 198.18.0.1:57955<->198.18.0.10:443,utun4,Established,8732,591629,0,0,0,1.00 ms,269248,65535,BE,-,cubic,-,-,-,-,so,
17:23:11.105276,tcp4 198.18.0.1:58298<->198.18.0.15:443,utun4,Established,5339,52000,0,0,0,1.00 ms,272320,65535,BE,-,cubic,-,-,-,-,so,
17:23:11.146880,2.1.205.10744,,,3950,47616,0,0,0,,,,,,,,,,,,
17:23:11.079756,tcp4 198.18.0.1:57784<->198.18.0.10:443,utun4,Established,2478,46777,0,0,0,1.00 ms,275072,65535,BE,-,cubic,-,-,-,-,so,
17:23:11.115236,tcp4 198.18.0.1:58341<->198.18.0.11:443,utun4,Established,1472,839,0,0,0,1.00 ms,276032,65535,BE,-,cubic,-,-,-,-,so,
17:23:11.146892,shuihu.79011,,,0,0,0,0,0,,,,,,,,,,,,
17:23:11.034401,tcp4 127.0.0.1:8787<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
time,,interface,state,bytes_in,bytes_out,rx_dupe,rx_ooo,re-tx,rtt_avg,rcvsize,tx_win,tc_class,tc_mgt,cc_algo,P,C,R,W,arch,
17:23:11.978535,launchd.1,,,0,0,0,0,0,,,,,,,,,,,,
17:23:11.974122,tcp6 *.22<->*.*,,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.974141,tcp4 *:22<->*:*,,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.978548,apsd.377,,,14263,45582,0,0,0,,,,,,,,,,,,
17:23:11.975405,tcp4 198.18.0.1:61672<->198.18.0.151:5223,utun4,Established,14263,45582,0,0,0,1.22 ms,264000,65503,RD,-,cubic,-,-,-,-,so,
17:23:11.978556,nsurlsessiond.420,,,39,223,0,0,0,,,,,,,,,,,,
17:23:11.974901,tcp4 127.0.0.1:56160<->localhost:7890,lo0,CloseWait,39,223,0,0,0,1.00 ms,408300,408128,BK_SYS,BG,cubic,-,-,-,-,so,
17:23:11.978563,ControlCenter.634,,,0,0,0,0,0,,,,,,,,,,,,
17:23:11.974159,tcp4 *:7000<->*:*,,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.974178,tcp6 *.7000<->*.*,,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.974197,tcp4 *:5000<->*:*,,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.974214,tcp6 *.5000<->*.*,,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.978585,rapportd.658,,,0,0,0,0,0,,,,,,,,,,,,
17:23:11.974937,tcp4 *:58603<->*:*,,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.974954,tcp6 *.58603<->*.*,,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.976385,tcp6 *.57365<->*.*,,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.976404,tcp6 *.57366<->*.*,,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.978606,identityservice.678,,,4578,5969,734,0,1569,,,,,,,,,,,,
17:23:11.974584,tcp6 fe80::7c7a:e0d6:b0fa:6231%utun5.1024<->fe80::5f7d:a03e:5fe0:ed3c%utun5.1024,utun5,Established,1021,1276,0,0,261,0.00 ms,131264,131264,CTL,-,cubic,-,-,-,-,so,
17:23:11.974603,tcp6 fe80::7c7a:e0d6:b0fa:6231%utun5.1027<->fe80::5f7d:a03e:5fe0:ed3c%utun5.1025,utun5,Established,3557,4693,734,0,1308,125.91 ms,131072,131072,RV,-,cubic,-,-,-,-,so,
17:23:11.978619,Python.753,,,0,0,0,0,0,,,,,,,,,,,,
17:23:11.974287,tcp4 127.0.0.1:8000<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.978625,postgres.771,,,0,0,0,0,0,,,,,,,,,,,,
17:23:11.974234,tcp6 ::1.5432<->*.*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.974251,tcp4 127.0.0.1:5432<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.978636,Doubao Browser.843,,,0,0,0,0,0,,,,,,,,,,,,
17:23:11.974269,tcp4 127.0.0.1:49853<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.978642,Doubao Browser .866,,,38406,49088,0,0,0,,,,,,,,,,,,
17:23:11.974971,tcp4 127.0.0.1:60643<->localhost:7890,lo0,Established,15851,21985,0,0,0,1.22 ms,407526,403776,BE,-,cubic,-,-,-,-,so,
17:23:11.975009,tcp4 127.0.0.1:60644<->localhost:7890,lo0,Established,20825,22961,0,0,0,1.00 ms,403584,403968,BE,-,cubic,-,-,-,-,so,
17:23:11.978091,tcp4 127.0.0.1:58336<->localhost:7890,lo0,Established,1730,4142,0,0,0,1.00 ms,406784,404416,BE,-,cubic,-,-,-,-,so,
17:23:11.978659,remoting_me2me_.1090,,,63357,29100,0,0,0,,,,,,,,,,,,
17:23:11.976615,tcp4 127.0.0.1:53068<->localhost:7890,lo0,Established,63357,29100,0,0,0,1.00 ms,356155,404032,BE,-,cubic,-,-,-,-,so,
17:23:11.978665,Doubao Browser .1393,,,7863,11248,0,0,0,,,,,,,,,,,,
17:23:11.975203,tcp4 127.0.0.1:61564<->localhost:7890,lo0,Established,7863,11248,0,0,0,1.12 ms,407552,405376,BE,-,cubic,-,-,-,-,so,
17:23:11.978672,1Password.5004,,,16268,8518,0,0,0,,,,,,,,,,,,
17:23:11.976422,tcp4 198.18.0.1:65301<->198.18.0.8:443,utun4,Established,8134,4259,0,0,0,1.00 ms,272192,65507,BE,-,cubic,-,-,-,-,so,
17:23:11.976458,tcp4 198.18.0.1:65303<->198.18.0.8:443,utun4,Established,8134,4259,0,0,0,1.22 ms,272192,65507,BE,-,cubic,-,-,-,-,so,
17:23:11.978684,mihomo.57128,,,0,0,0,0,0,,,,,,,,,,,,
17:23:11.974304,tcp4 127.0.0.1:18888<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.974494,tcp4 127.0.0.1:19090<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.978695,node.18754,,,0,0,0,0,0,,,,,,,,,,,,
17:23:11.974321,tcp4 127.0.0.1:4321<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.978700,GitHub Desktop .17647,,,0,0,0,0,0,,,,,,,,,,,,
17:23:11.974338,tcp4 127.0.0.1:61921<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.978706,adb.24690,,,0,0,0,0,0,,,,,,,,,,,,
17:23:11.974356,tcp4 127.0.0.1:5037<->*:*,lo0,Listen,,,,,,,,,,-,cubic,-,-,-,-,so,
17:23:11.978712,Google Chrome H.16844,,,772176,575002,0,0,0,,,,,,,,,,,,
17:23:11.975292,tcp4 127.0.0.1:61600<->localhost:7890,lo0,Established,5705,7662,0,0,0,1.00 ms,406504,405184,BE,-,cubic,-,-,-,-,so,
17:23:11.975343,tcp4 127.0.0.1:61646<->localhost:7890,lo0,Established,45346,12948,0,0,0,1.00 ms,367768,404800,BE,-,cubic,-,-,-,-,so,
17:23:11.975593,tcp4 127.0.0.1:61774<->localhost:7890,lo0,Established,59409,60543,0,0,0,1.28 ms,350848,352064,BE,-,cubic,-,-,-,-,so,
17:23:11.975628,tcp4 127.0.0.1:61775<->localhost:7890,lo0,Established,59423,60525,0,0,0,1.28 ms,350848,352064,BE,-,cubic,-,-,-,-,so,
17:23:11.975804,tcp4 127.0.0.1:61917<->localhost:7890,lo0,Established,5657,7510,0,0,0,1.00 ms,406504,405312,BE,-,cubic,-,-,-,-,so,
17:23:11.975857,tcp4 127.0.0.1:61931<->localhost:7890,lo0,Established,10240,7542,0,0,0,1.00 ms,401960,405248,BE,-,cubic,-,-,-,-,so,
17:23:11.975916,tcp4 127.0.0.1:61944<->localhost:7890,lo0,Established,5656,7574,0,0,0,1.00 ms,406504,405248,BE,-,cubic,-,-,-,-,so,
17:23:11.975971,tcp4 127.0.0.1:61946<->localhost:7890,lo0,Established,5656,7542,0,0,0,1.00 ms,406504,405248,BE,-,cubic,-,-,-,-,so,
17:23:11.976023,tcp4 127.0.0.1:61967<->localhost:7890,lo0,Established,5656,7510,0,0,0,1.00 ms,406504,405312,BE,-,cubic,-,-,-,-,so,
17:23:11.976074,tcp4 127.0.0.1:61974<->localhost:7890,lo0,Established,5656,7606,0,0,0,1.00 ms,406504,405184,BE,-,cubic,-,-,-,-,so,
17:23:11.976126,tcp4 127.0.0.1:61976<->localhost:7890,lo0,Established,5656,7574,0,0,0,1.00 ms,406504,405248,BE,-,cubic,-,-,-,-,so,
17:23:11.976178,tcp4 127.0.0.1:61978<->localhost:7890,lo0,Established,5632,7578,0,0,0,1.00 ms,406504,405184,BE,-,cubic,-,-,-,-,so,
17:23:11.976230,tcp4 127.0.0.1:61999<->localhost:7890,lo0,Established,5634,7514,0,0,0,1.00 ms,406504,405248,BE,-,cubic,-,-,-,-,so,
17:23:11.976333,tcp4 127.0.0.1:64329<->localhost:7890,lo0,Established,9545,6762,0,0,0,1.00 ms,402024,405248,BE,-,cubic,-,-,-,-,so,
17:23:11.976493,tcp4 127.0.0.1:65368<->localhost:7890,lo0,Established,9234,6398,0,0,0,1.00 ms,401960,405248,BE,-,cubic,-,-,-,-,so,
17:23:11.976544,tcp4 127.0.0.1:65370<->localhost:7890,lo0,Established,4650,6334,0,0,0,1.00 ms,406504,405312,BE,-,cubic,-,-,-,-,so,
